%% File Creation: 2010-07-14 12:46:36
% File Content: 
%   Please refer to the species-specific README file in the
%   appropriate directory folder at ftp://ftp.cmdl.noaa.gov/ccg.
% Contact: 
%   Compound: CO2 (In Situ)
%   Pieter Tans
%   tel: (303) 497-6678
%   email: Pieter.Tans@noaa.gov

% year month day value stddev #hours_averaged
1984  6 29   346.43  0.14  9
1984  6 30   346.09  0.11  7
1984  7  1   345.97  0.17 12
1984  7  2   346.19  0.23 10
1984  7  3   346.29  0.12 18
1984  7  4   345.88  0.15 10
1984  7  5   346.08  0.13  3
1984  7  6   345.97  0.08  2
1984  7  7   345.95  0.17 13
1984  7  8   345.77  0.12 21
1984  7  9   345.79  0.21  4
1984  7 10   345.75  0.21 19
1984  7 11   346.14  0.21  8
1984  7 12   345.94  0.17  9
1984  7 13   345.72  0.11 19
1984  7 14   345.85  0.06  6
1984  7 15   345.86  0.13  5
1984  7 16   345.14  0.15 13
1984  7 17   345.61  0.26 12
1984  7 18   345.35  0.29  8
1984  7 19   345.30  0.19 18
1984  7 20  -999.99 -9.99  0
1984  7 21   345.14  0.26  6
1984  7 22   344.83  0.16 14
1984  7 23   344.60  0.17 14
1984  7 24   344.78  0.07  4
1984  7 25   344.59  0.29  6
1984  7 26   344.29  0.05  2
1984  7 27  -999.99 -9.99  0
1984  7 28   344.72  0.18  9
1984  7 29   344.63  0.08 12
1984  7 30   344.50  0.21 11
1984  7 31   344.22  0.13  3
1984  8  1   344.52  0.09  6
1984  8  2  -999.99 -9.99  0
1984  8  3   344.47  0.12  3
1984  8  4   343.63  0.06  3
1984  8  5   343.87  0.16 15
1984  8  6   344.16  0.19 20
1984  8  7   344.27  0.19 11
1984  8  8  -999.99 -9.99  0
1984  8  9   344.18  0.32  6
1984  8 10   343.56  0.15  5
1984  8 11   343.69  0.09  5
1984  8 12  -999.99 -9.99  0
1984  8 13  -999.99 -9.99  0
1984  8 14  -999.99 -9.99  0
1984  8 15   342.24  0.12  7
1984  8 16   342.74  0.17  3
1984  8 17  -999.99 -9.99  0
1984  8 18   343.19  0.17  2
1984  8 19   343.09  0.24  5
1984  8 20   342.89  0.27 14
1984  8 21   342.31  0.17 17
1984  8 22   342.12  0.18  8
1984  8 23   342.33  0.32  3
1984  8 24   342.21  0.19 15
1984  8 25   342.47  0.11  2
1984  8 26   342.18  0.04  2
1984  8 27   341.92  0.04  2
1984  8 28   342.18  0.25  8
1984  8 29   341.68  0.19  6
1984  8 30   342.39  0.16  2
1984  8 31  -999.99 -9.99  0
1984  9  1   342.28  0.23  5
1984  9  2   342.44  0.06  3
1984  9  3   342.43  0.18  8
1984  9  4   341.76  0.21 10
1984  9  5   340.70  0.25  7
1984  9  6   340.06  0.16  4
1984  9  7   339.43  0.13  8
1984  9  8   339.88  0.22 15
1984  9  9   340.49  0.10  6
1984  9 10   342.31 -9.99  1
1984  9 11   342.19  0.01  2
1984  9 12   341.74  0.09  5
1984  9 13   341.38  0.20 10
1984  9 14   340.91  0.14  3
1984  9 15  -999.99 -9.99  0
1984  9 16   341.80  0.12  4
1984  9 17   341.25  0.20 13
1984  9 18   341.53  0.14  8
1984  9 19   342.01  0.15 11
1984  9 20   341.88  0.13  2
1984  9 21   341.39  0.24  9
1984  9 22   340.85  0.11  7
1984  9 23   341.02  0.24 19
1984  9 24   340.95  0.20 14
1984  9 25   341.20  0.26 13
1984  9 26   341.10  0.20  9
1984  9 27   341.04  0.16  3
1984  9 28   340.86  0.19  6
1984  9 29   340.69  0.14 14
1984  9 30   340.24  0.03  3
1984 10  1   341.46  0.10  2
1984 10  2   341.29  0.16  3
1984 10  3   341.05  0.11  6
1984 10  4   341.79  0.01  2
1984 10  5   341.52  0.13  9
1984 10  6   341.42  0.14 10
1984 10  7   341.15  0.23 14
1984 10  8   341.04  0.15 21
1984 10  9   340.99  0.12 23
1984 10 10   341.01  0.15 18
1984 10 11   340.99  0.14 16
1984 10 12   341.47  0.08  3
1984 10 13  -999.99 -9.99  0
1984 10 14   341.29  0.12  3
1984 10 15   341.20  0.15  5
1984 10 16   341.85  0.19 10
1984 10 17  -999.99 -9.99  0
1984 10 18   341.81  0.09  3
1984 10 19   341.49  0.14  3
1984 10 20   341.97  0.18  6
1984 10 21   341.51  0.19  4
1984 10 22   342.12  0.00  2
1984 10 23  -999.99 -9.99  0
1984 10 24   341.59  0.15  3
1984 10 25   341.66  0.28  9
1984 10 26   341.82  0.19 18
1984 10 27   341.59  0.12 18
1984 10 28   341.86  0.17 22
1984 10 29   341.87  0.11 19
1984 10 30   342.14  0.15  3
1984 10 31  -999.99 -9.99  0
1984 11  1   341.73  0.10 13
1984 11  2   342.01  0.14 19
1984 11  3   341.90  0.15 10
1984 11  4   342.13  0.21 11
1984 11  5   342.03  0.11 15
1984 11  6   342.42  0.12  3
1984 11  7   342.74  0.15  2
1984 11  8   342.38  0.10  6
1984 11  9   342.77  0.18 19
1984 11 10   342.60  0.07 24
1984 11 11   343.15  0.19  7
1984 11 12   342.90  0.17  7
1984 11 13   342.60  0.10 12
1984 11 14   342.58  0.14 13
1984 11 15   342.74  0.12  6
1984 11 16   343.02  0.19  8
1984 11 17   342.97  0.14  9
1984 11 18   343.09  0.20 22
1984 11 19   343.18  0.23 10
1984 11 20   343.35  0.17  9
1984 11 21   342.92  0.11 12
1984 11 22   343.01  0.09 15
1984 11 23   343.18  0.09  9
1984 11 24   343.64  0.02  2
1984 11 25   343.85  0.17 20
1984 11 26   343.95  0.11  4
1984 11 27  -999.99 -9.99  0
1984 11 28   343.80  0.29  6
1984 11 29   343.40  0.26  7
1984 11 30  -999.99 -9.99  0
1984 12  1   343.64  0.01  2
1984 12  2  -999.99 -9.99  0
1984 12  3  -999.99 -9.99  0
1984 12  4   343.62  0.01  3
1984 12  5   343.48  0.17 11
1984 12  6  -999.99 -9.99  0
1984 12  7   344.04  0.15  8
1984 12  8   344.25  0.13  8
1984 12  9  -999.99 -9.99  0
1984 12 10   344.75  0.03  8
1984 12 11   344.39  0.21 17
1984 12 12   344.43  0.14 10
1984 12 13   344.15  0.15  7
1984 12 14   344.02  0.19  7
1984 12 15   344.03  0.22 18
1984 12 16   344.14  0.13  4
1984 12 17   344.57  0.20 17
1984 12 18   344.65  0.19 19
1984 12 19   345.01  0.22 16
1984 12 20   344.53  0.24 10
1984 12 21   344.73  0.15 12
1984 12 22   344.67  0.17  6
1984 12 23   344.68  0.21  6
1984 12 24   344.85  0.14  5
1984 12 25   344.49  0.17  9
1984 12 26   344.74  0.28  8
1984 12 27   344.69  0.24 11
1984 12 28   344.74  0.22  9
1984 12 29   344.64  0.17 22
1984 12 30   344.62  0.14 11
1984 12 31   344.61  0.01  2
1985  1  1   344.73  0.13 12
1985  1  2   344.62  0.15 17
1985  1  3   344.92  0.15 12
1985  1  4   345.27  0.16  8
1985  1  5   345.35  0.18 10
1985  1  6   344.95  0.12 18
1985  1  7   345.52  0.14  7
1985  1  8   345.20  0.24  7
1985  1  9  -999.99 -9.99  0
1985  1 10   344.98  0.19 12
1985  1 11   345.04  0.11 15
1985  1 12   345.41  0.24 14
1985  1 13   345.33  0.11 18
1985  1 14   344.96  0.21 24
1985  1 15  -999.99 -9.99  0
1985  1 16   345.23  0.19 13
1985  1 17   344.96  0.20 20
1985  1 18   344.90  0.15 18
1985  1 19   345.24  0.13  8
1985  1 20   345.45  0.25 14
1985  1 21   345.09  0.23 17
1985  1 22   344.98  0.26 24
1985  1 23   345.05  0.16 18
1985  1 24   344.75  0.19 21
1985  1 25   344.53  0.19  6
1985  1 26   344.74  0.13 20
1985  1 27   345.22  0.20 19
1985  1 28   345.18  0.16 22
1985  1 29   345.05  0.11 19
1985  1 30   345.10  0.15 14
1985  1 31   345.79  0.12 13
1985  2  1   345.55  0.06  2
1985  2  2   346.16  0.14 22
1985  2  3   346.00  0.13 21
1985  2  4  -999.99 -9.99  0
1985  2  5   345.65  0.08 10
1985  2  6   345.74  0.23  8
1985  2  7   345.64  0.13  8
1985  2  8   345.61  0.18 12
1985  2  9   345.54  0.16 10
1985  2 10   345.33  0.18 18
1985  2 11   344.96  0.16  2
1985  2 12   345.42  0.14 10
1985  2 13   345.66  0.18 17
1985  2 14   345.52  0.18 11
1985  2 15   345.74  0.23  5
1985  2 16   345.93  0.12 11
1985  2 17   346.31  0.11 13
1985  2 18   346.22  0.15 15
1985  2 19   345.99  0.09  4
1985  2 20   346.17  0.16 13
1985  2 21   345.83  0.13 10
1985  2 22  -999.99 -9.99  0
1985  2 23   346.32  0.16 12
1985  2 24   346.76  0.14  8
1985  2 25   346.41  0.13 19
1985  2 26   346.36  0.23 18
1985  2 27   346.10  0.10  8
1985  2 28   346.34  0.22 11
1985  3  1   346.71  0.11  4
1985  3  2   346.71  0.14  7
1985  3  3   346.82  0.24 19
1985  3  4  -999.99 -9.99  0
1985  3  5   346.73  0.24 12
1985  3  6   346.99  0.18 10
1985  3  7   347.27  0.21 18
1985  3  8   347.48  0.24 21
1985  3  9   347.53  0.11  2
1985  3 10   347.49  0.11  3
1985  3 11   347.71  0.18  7
1985  3 12   347.11  0.19 18
1985  3 13   347.45  0.16 12
1985  3 14   347.24  0.17 11
1985  3 15   347.24  0.15 24
1985  3 16   347.55  0.17  8
1985  3 17   347.89  0.18 18
1985  3 18   347.68  0.20 21
1985  3 19  -999.99 -9.99  0
1985  3 20   347.62  0.13 10
1985  3 21   347.36  0.22  6
1985  3 22  -999.99 -9.99  0
1985  3 23   346.94  0.14 10
1985  3 24   347.22  0.21  6
1985  3 25   347.42  0.13  7
1985  3 26   347.37  0.15  9
1985  3 27   348.03  0.14 19
1985  3 28   348.73  0.04  2
1985  3 29   348.45  0.16  2
1985  3 30   348.74  0.24  6
1985  3 31   348.38  0.11 16
1985  4  1   348.30  0.18 11
1985  4  2   348.26  0.16 16
1985  4  3   348.40  0.23 16
1985  4  4   348.37  0.25 16
1985  4  5   348.17  0.20  7
1985  4  6   348.10  0.14 15
1985  4  7   348.18  0.22 18
1985  4  8   347.96  0.29 14
1985  4  9  -999.99 -9.99  0
1985  4 10   347.70  0.14  4
1985  4 11   348.10  0.23  4
1985  4 12   347.67  0.21  8
1985  4 13   347.30  0.18 14
1985  4 14   346.81  0.13 17
1985  4 15   346.71  0.17 15
1985  4 16   347.38  0.28  6
1985  4 17   347.84  0.24  9
1985  4 18   348.12  0.12 10
1985  4 19   348.12  0.14 20
1985  4 20   348.54  0.01  2
1985  4 21   348.27  0.08  7
1985  4 22   347.93  0.17  9
1985  4 23   347.76  0.16  4
1985  4 24  -999.99 -9.99  0
1985  4 25   347.97  0.10  6
1985  4 26   348.18  0.21 10
1985  4 27   348.50  0.13 17
1985  4 28   348.68  0.09 13
1985  4 29  -999.99 -9.99  0
1985  4 30   348.70  0.18 12
1985  5  1   348.52  0.18 10
1985  5  2   348.87  0.21 15
1985  5  3   348.85  0.17 15
1985  5  4   349.00  0.15 10
1985  5  5   349.30  0.22  6
1985  5  6   348.90  0.26  7
1985  5  7   348.77  0.27 14
1985  5  8   348.53  0.15  8
1985  5  9   349.30  0.13  5
1985  5 10   348.83  0.16  8
1985  5 11   348.87  0.12  5
1985  5 12   349.00  0.13  8
1985  5 13   348.78  0.14 21
1985  5 14   348.73  0.21 12
1985  5 15   348.81  0.17 11
1985  5 16   349.00  0.10 10
1985  5 17   348.92  0.18 17
1985  5 18   349.53  0.12 13
1985  5 19   349.33  0.13 24
1985  5 20   349.22  0.17 22
1985  5 21   348.84  0.13  6
1985  5 22   348.40  0.12  5
1985  5 23   348.01  0.14 12
1985  5 24   347.62  0.13  9
1985  5 25   347.66  0.13 13
1985  5 26   347.70  0.17 22
1985  5 27   347.90  0.10  5
1985  5 28   348.38  0.17 17
1985  5 29   348.88  0.13 16
1985  5 30   349.35  0.18  9
1985  5 31   349.55  0.08  6
1985  6  1   349.37  0.15  4
1985  6  2   349.42  0.00  2
1985  6  3   348.92  0.24  9
1985  6  4   348.81  0.08 17
1985  6  5   348.84  0.08 13
1985  6  6   348.61  0.11 18
1985  6  7   348.54  0.12 19
1985  6  8   348.47  0.14 22
1985  6  9   348.55  0.18 23
1985  6 10   348.33  0.14 11
1985  6 11   348.61  0.21 17
1985  6 12   348.45  0.22 15
1985  6 13   348.40  0.12  4
1985  6 14   347.21  0.12  4
1985  6 15   347.36  0.17  4
1985  6 16   347.66  0.22  7
1985  6 17   348.15  0.11 20
1985  6 18   348.25  0.09  7
1985  6 19   348.37  0.11 10
1985  6 20   348.22  0.25  8
1985  6 21   348.04  0.20 12
1985  6 22   347.80  0.12 22
1985  6 23   347.78  0.16  4
1985  6 24   347.95  0.19 13
1985  6 25   347.79  0.14 17
1985  6 26   347.75  0.17 19
1985  6 27   347.95  0.13 12
1985  6 28   347.44  0.19  9
1985  6 29   347.33  0.22 14
1985  6 30   347.21  0.16 13
1985  7  1   347.21  0.24 12
1985  7  2   346.97  0.21 10
1985  7  3   346.94  0.20 13
1985  7  4   346.69  0.20  7
1985  7  5   347.15  0.09 13
1985  7  6   346.97  0.22 17
1985  7  7   346.89  0.27  8
1985  7  8   346.59  0.10  3
1985  7  9   346.89  0.15 18
1985  7 10   346.61  0.05  2
1985  7 11   346.74  0.08  3
1985  7 12   346.83  0.11 11
1985  7 13   346.84  0.06  2
1985  7 14   346.90  0.12 20
1985  7 15   346.90  0.14 21
1985  7 16   346.75  0.09  9
1985  7 17   346.85  0.10  2
1985  7 18   346.53  0.11 18
1985  7 19   346.41  0.12 18
1985  7 20   347.14  0.13  4
1985  7 21  -999.99 -9.99  0
1985  7 22   347.33  0.07  2
1985  7 23   344.83  0.03  2
1985  7 24  -999.99 -9.99  0
1985  7 25  -999.99 -9.99  0
1985  7 26   346.09  0.12 24
1985  7 27   346.10  0.15 18
1985  7 28   345.98  0.18 19
1985  7 29   345.62  0.20 12
1985  7 30   344.97  0.14 13
1985  7 31   345.46  0.16  2
1985  8  1   345.38  0.21  2
1985  8  2   345.65  0.12 19
1985  8  3   344.73  0.10  3
1985  8  4   344.70  0.19  5
1985  8  5  -999.99 -9.99  0
1985  8  6  -999.99 -9.99  0
1985  8  7   345.92  0.08  9
1985  8  8   345.00  0.16 16
1985  8  9   344.51  0.11 12
1985  8 10   344.36  0.19 10
1985  8 11  -999.99 -9.99  0
1985  8 12   343.78  0.15  5
1985  8 13   343.47  0.12  5
1985  8 14   344.18  0.11  8
1985  8 15  -999.99 -9.99  0
1985  8 16   345.19  0.16  2
1985  8 17   344.77  0.12  3
1985  8 18   344.88  0.06  2
1985  8 19   344.67  0.10  8
1985  8 20   344.55  0.17 12
1985  8 21   344.40  0.12 18
1985  8 22   344.10  0.15 13
1985  8 23   343.98  0.13 10
1985  8 24   344.90  0.13  9
1985  8 25   345.07  0.07  2
1985  8 26   345.38  0.00  2
1985  8 27   345.00  0.21 16
1985  8 28   344.85  0.09 17
1985  8 29   344.55  0.10  2
1985  8 30   343.52  0.17  3
1985  8 31   343.40  0.10  5
1985  9  1   343.34  0.14 11
1985  9  2   343.57  0.11 13
1985  9  3   343.53  0.12 14
1985  9  4  -999.99 -9.99  0
1985  9  5   344.17  0.21 11
1985  9  6   344.59  0.18 21
1985  9  7   344.38  0.16 14
1985  9  8   344.18  0.17  3
1985  9  9   344.29  0.15  7
1985  9 10  -999.99 -9.99  0
1985  9 11   342.46  0.12 13
1985  9 12   342.94  0.25 16
1985  9 13   343.54  0.17 19
1985  9 14   343.66  0.23  4
1985  9 15   343.49  0.17  8
1985  9 16   343.61  0.15 21
1985  9 17   343.53  0.19 19
1985  9 18   342.80  0.19 10
1985  9 19   342.09  0.13 12
1985  9 20   342.39  0.18  8
1985  9 21   342.30  0.21 12
1985  9 22   342.10  0.24 10
1985  9 23   342.28  0.30 11
1985  9 24   342.01  0.15 13
1985  9 25  -999.99 -9.99  0
1985  9 26   341.90  0.07 10
1985  9 27   342.14  0.14 12
1985  9 28   342.34  0.17  2
1985  9 29   342.03  0.17 15
1985  9 30   342.18  0.15 16
1985 10  1   342.17  0.24 15
1985 10  2   341.97  0.16  3
1985 10  3   342.11  0.19  7
1985 10  4  -999.99 -9.99  0
1985 10  5   342.26  0.21 16
1985 10  6   342.55  0.14 22
1985 10  7   342.62  0.18 14
1985 10  8   343.00  0.21  9
1985 10  9   342.98  0.12  2
1985 10 10   342.60  0.19 12
1985 10 11   342.57  0.20 10
1985 10 12  -999.99 -9.99  0
1985 10 13   342.40  0.19  9
1985 10 14   342.64  0.17 17
1985 10 15   342.54  0.24 14
1985 10 16   342.50  0.21 10
1985 10 17   343.08  0.17 11
1985 10 18   343.23  0.10 11
1985 10 19   343.08  0.10 11
1985 10 20   343.30  0.18  5
1985 10 21  -999.99 -9.99  0
1985 10 22   343.33  0.06  7
1985 10 23   343.39  0.23  7
1985 10 24  -999.99 -9.99  0
1985 10 25   343.32  0.19  7
1985 10 26   343.32  0.08  4
1985 10 27   343.25  0.09 20
1985 10 28   343.53  0.20 13
1985 10 29   343.59  0.23 12
1985 10 30   343.86  0.05  3
1985 10 31   343.69  0.19 14
1985 11  1   343.27  0.12 20
1985 11  2   343.41  0.18  7
1985 11  3   343.48  0.15  9
1985 11  4   343.54  0.19 18
1985 11  5   343.58  0.12 15
1985 11  6   343.49  0.08 10
1985 11  7  -999.99 -9.99  0
1985 11  8   343.45  0.11  5
1985 11  9   343.64  0.08 12
1985 11 10   344.00  0.30  4
1985 11 11   344.14  0.10  7
1985 11 12   344.11  0.11 13
1985 11 13   343.94  0.13  8
1985 11 14   344.27  0.09  6
1985 11 15   344.26  0.23  8
1985 11 16   344.32  0.11 15
1985 11 17   344.24  0.08 17
1985 11 18   344.24  0.18  7
1985 11 19   344.45  0.16 12
1985 11 20   344.60  0.25  5
1985 11 21   344.77  0.15 19
1985 11 22   344.33  0.18  9
1985 11 23   344.59  0.17  9
1985 11 24   344.35  0.01  2
1985 11 25   344.24  0.09 12
1985 11 26   344.42  0.28 10
1985 11 27   345.61  0.20 19
1985 11 28   345.85  0.13 18
1985 11 29   345.30  0.16 13
1985 11 30   344.96  0.15 23
1985 12  1  -999.99 -9.99  0
1985 12  2   344.81  0.14  9
1985 12  3   345.00  0.06 10
1985 12  4   345.14  0.05  4
1985 12  5   345.42  0.13  8
1985 12  6   345.23  0.00  2
1985 12  7   345.20  0.11 16
1985 12  8   345.26  0.19  7
1985 12  9   345.61  0.14 11
1985 12 10   345.01  0.04  2
1985 12 11   345.05  0.22 13
1985 12 12   345.30  0.12 17
1985 12 13   345.31  0.09 16
1985 12 14   347.05  0.04  6
1985 12 15   346.50  0.20 11
1985 12 16   345.83  0.15 10
1985 12 17   345.92  0.23 13
1985 12 18   345.54  0.08 19
1985 12 19   345.22  0.14 20
1985 12 20   345.10  0.11  2
1985 12 21   345.11  0.13  8
1985 12 22   345.14  0.15 18
1985 12 23  -999.99 -9.99  0
1985 12 24   345.18  0.12 11
1985 12 25   346.56  0.09  5
1985 12 26   346.40  0.17 17
1985 12 27   345.88  0.11 20
1985 12 28   345.58  0.20 19
1985 12 29   346.11  0.19  8
1985 12 30   346.67  0.24 13
1985 12 31   346.84  0.17 17
1986  1  1   346.82  0.11 16
1986  1  2   346.23  0.13 12
1986  1  3   346.49  0.10 18
1986  1  4  -999.99 -9.99  0
1986  1  5  -999.99 -9.99  0
1986  1  6   346.48  0.10 13
1986  1  7   346.92  0.12  4
1986  1  8   346.35  0.20 10
1986  1  9   346.28  0.20  5
1986  1 10   346.20  0.13 20
1986  1 11   346.23  0.17 10
1986  1 12   346.08  0.12 23
1986  1 13   346.12  0.15 17
1986  1 14   346.43  0.18 18
1986  1 15   346.40  0.03  6
1986  1 16  -999.99 -9.99  0
1986  1 17  -999.99 -9.99  0
1986  1 18   346.17  0.17  3
1986  1 19   346.31  0.10 14
1986  1 20   346.43  0.11 10
1986  1 21  -999.99 -9.99  0
1986  1 22   346.95  0.14  2
1986  1 23   346.94  0.06 15
1986  1 24   346.95  0.23 17
1986  1 25   346.39  0.08 20
1986  1 26   346.40  0.07 24
1986  1 27   346.35  0.07 24
1986  1 28   346.38  0.05 24
1986  1 29   346.29  0.08 19
1986  1 30   346.33  0.13 21
1986  1 31   346.38  0.13 23
1986  2  1   346.29  0.11 23
1986  2  2   346.30  0.08 21
1986  2  3   346.41  0.09  7
1986  2  4   346.45  0.13 17
1986  2  5   346.62  0.16 13
1986  2  6   346.40  0.17  4
1986  2  7   346.76  0.18  4
1986  2  8   346.81  0.11 24
1986  2  9   346.90  0.10 23
1986  2 10   347.35  0.22 17
1986  2 11   346.96  0.12 16
1986  2 12   346.87  0.16 16
1986  2 13  -999.99 -9.99  0
1986  2 14   346.95  0.22  8
1986  2 15   346.58  0.10 19
1986  2 16   347.40  0.21  6
1986  2 17   347.69  0.12  9
1986  2 18   347.69  0.15 21
1986  2 19   347.23  0.13 17
1986  2 20   347.09  0.08 19
1986  2 21   346.76  0.21 21
1986  2 22   346.66  0.19  7
1986  2 23   346.45  0.13 10
1986  2 24  -999.99 -9.99  0
1986  2 25   347.60  0.18 17
1986  2 26   347.53  0.19 16
1986  2 27   347.48  0.21 19
1986  2 28   347.25  0.15 20
1986  3  1   347.13  0.09 13
1986  3  2   346.94  0.16 22
1986  3  3   346.89  0.10  4
1986  3  4   346.56  0.18 21
1986  3  5   346.53  0.10 17
1986  3  6   346.66  0.30  9
1986  3  7   346.60  0.17 11
1986  3  8   346.70  0.14 12
1986  3  9   346.98  0.11 11
1986  3 10   346.73  0.09  2
1986  3 11   347.52  0.01  2
1986  3 12   347.85  0.11  2
1986  3 13   347.34  0.23  7
1986  3 14   347.36  0.24  3
1986  3 15   346.99  0.10  6
1986  3 16   347.15  0.15  6
1986  3 17   347.63  0.13 14
1986  3 18   347.50  0.13  8
1986  3 19   348.66  0.25  9
1986  3 20   349.04  0.16 10
1986  3 21   349.46  0.11  7
1986  3 22   349.33  0.13 10
1986  3 23   349.47  0.24 17
1986  3 24   349.13  0.14  7
1986  3 25   349.24  0.12 11
1986  3 26   349.03  0.11 17
1986  3 27   348.95  0.14  8
1986  3 28   348.74  0.17  6
1986  3 29   348.82  0.11  8
1986  3 30   348.72  0.21 17
1986  3 31   348.73  0.21 12
1986  4  1   348.73  0.18 19
1986  4  2   348.79  0.05  4
1986  4  3   348.68  0.15  7
1986  4  4   348.95  0.18 15
1986  4  5   348.91  0.10 16
1986  4  6   349.48  0.09  7
1986  4  7   349.46  0.19 16
1986  4  8   349.70  0.21  3
1986  4  9   349.78  0.14 16
1986  4 10   349.96  0.13  7
1986  4 11   349.46  0.20 10
1986  4 12   349.36  0.27  4
1986  4 13   349.22  0.18  9
1986  4 14   349.15  0.27 11
1986  4 15   349.27  0.09  5
1986  4 16   349.57  0.25 14
1986  4 17   349.43  0.13 16
1986  4 18   349.36  0.10  7
1986  4 19   349.31  0.29 13
1986  4 20   349.21  0.13 13
1986  4 21   349.30  0.12 20
1986  4 22   349.74  0.13 15
1986  4 23   349.93  0.09 11
1986  4 24   350.04  0.16 11
1986  4 25   350.50  0.11 16
1986  4 26   350.46  0.06 22
1986  4 27   350.31  0.19 17
1986  4 28   350.45  0.18 13
1986  4 29   350.33  0.30  4
1986  4 30   350.38  0.19  5
1986  5  1   350.30  0.11  9
1986  5  2   350.86  0.18  9
1986  5  3   350.99  0.05  2
1986  5  4   350.69  0.24  7
1986  5  5   350.27  0.16  2
1986  5  6   350.23  0.19 12
1986  5  7   350.04  0.10  5
1986  5  8   350.50  0.12  9
1986  5  9   350.48  0.25  7
1986  5 10   350.23  0.18  2
1986  5 11   350.41  0.14 11
1986  5 12   350.54  0.10 10
1986  5 13   350.07  0.06  3
1986  5 14  -999.99 -9.99  0
1986  5 15   350.39  0.10  4
1986  5 16   350.20  0.23 17
1986  5 17   350.41  0.10 21
1986  5 18   350.44  0.08 23
1986  5 19   350.48  0.15 13
1986  5 20   350.50  0.18  8
1986  5 21   350.44  0.27  7
1986  5 22   350.39  0.13 14
1986  5 23   350.55  0.12  5
1986  5 24   350.16  0.14  5
1986  5 25   349.97  0.15 11
1986  5 26   349.98  0.13 21
1986  5 27   349.76  0.24 14
1986  5 28   350.00  0.20 12
1986  5 29   350.14  0.11 18
1986  5 30   350.60  0.14  6
1986  5 31   350.39  0.25  9
1986  6  1   350.43  0.21 18
1986  6  2   350.29  0.14 20
1986  6  3   350.33  0.15 23
1986  6  4   350.41  0.06  4
1986  6  5   350.21  0.21 14
1986  6  6   349.67  0.17 17
1986  6  7   349.74  0.19 12
1986  6  8   350.10  0.20  9
1986  6  9   349.92  0.15 13
1986  6 10  -999.99 -9.99  0
1986  6 11   349.88  0.18  6
1986  6 12   349.68  0.06  4
1986  6 13   349.90  0.16  6
1986  6 14  -999.99 -9.99  0
1986  6 15  -999.99 -9.99  0
1986  6 16  -999.99 -9.99  0
1986  6 17  -999.99 -9.99  0
1986  6 18   349.62  0.20 12
1986  6 19   349.67  0.13 13
1986  6 20   349.75  0.16 17
1986  6 21   349.80  0.21 14
1986  6 22   349.44  0.16 10
1986  6 23   349.23  0.16 17
1986  6 24   349.47  0.21 16
1986  6 25   349.38  0.16 10
1986  6 26   349.28  0.23 19
1986  6 27   349.11  0.12  6
1986  6 28   349.06  0.24 10
1986  6 29  -999.99 -9.99  0
1986  6 30   348.85  0.14 11
1986  7  1   348.98  0.18  2
1986  7  2   349.20  0.14  9
1986  7  3   348.82  0.16 16
1986  7  4   348.79  0.15  6
1986  7  5   348.57  0.10 17
1986  7  6   348.58  0.08  7
1986  7  7   348.61  0.20 22
1986  7  8   348.58  0.22 21
1986  7  9   348.45  0.12 13
1986  7 10   347.60  0.23  7
1986  7 11   346.74  0.18  2
1986  7 12   346.43  0.04  2
1986  7 13   346.76  0.19  7
1986  7 14   347.22  0.09  3
1986  7 15   347.53  0.29 16
1986  7 16   347.65  0.15  4
1986  7 17   347.61  0.12  9
1986  7 18   347.27  0.17  8
1986  7 19   347.66  0.08  4
1986  7 20   347.82  0.23  5
1986  7 21   347.56  0.01  2
1986  7 22   347.47  0.18 14
1986  7 23   347.53  0.14 19
1986  7 24   347.55  0.22 13
1986  7 25   347.72  0.13 10
1986  7 26   347.79  0.19 16
1986  7 27   347.88  0.23  4
1986  7 28   347.64  0.23  4
1986  7 29   347.08  0.20  9
1986  7 30   347.04  0.27 12
1986  7 31   347.07  0.15  7
1986  8  1  -999.99 -9.99  0
1986  8  2   346.36  0.16  2
1986  8  3   346.40  0.14  5
1986  8  4   346.69  0.18 13
1986  8  5   346.38  0.20 14
1986  8  6   346.38  0.16 16
1986  8  7   346.43  0.13 21
1986  8  8   346.39  0.23 17
1986  8  9   346.20  0.24 10
1986  8 10   346.05  0.12  5
1986  8 11   345.71  0.15  9
1986  8 12   346.22  0.21 17
1986  8 13   346.31  0.14  9
1986  8 14   345.93  0.10 10
1986  8 15   345.90  0.20  6
1986  8 16   345.53  0.21 11
1986  8 17   345.21  0.09  7
1986  8 18   344.84  0.19 12
1986  8 19   345.39  0.09  3
1986  8 20   345.16  0.13  4
1986  8 21   346.27  0.09 10
1986  8 22   345.91  0.19  7
1986  8 23   345.60  0.16 11
1986  8 24   345.90  0.23  4
1986  8 25   346.05  0.27 11
1986  8 26   345.84  0.18 23
1986  8 27   346.04  0.17 19
1986  8 28   345.37  0.21  8
1986  8 29   345.17  0.25 18
1986  8 30   344.93  0.11 16
1986  8 31   345.11  0.10  2
1986  9  1   344.39  0.31  8
1986  9  2  -999.99 -9.99  0
1986  9  3   343.12  0.05  2
1986  9  4  -999.99 -9.99  0
1986  9  5  -999.99 -9.99  0
1986  9  6   344.11  0.13 10
1986  9  7   344.33  0.01  2
1986  9  8   345.09  0.03  4
1986  9  9   345.36  0.11  6
1986  9 10   345.10  0.10  3
1986  9 11   345.24  0.23  6
1986  9 12   344.99  0.13  3
